AWAY_TEAM,HOME_TEAM,WEEK,SLOT,NETWORK,QUAL_POINTS
ARZ,SEA,8,MON1,ESP,10
ARZ,SEA,8,SUNN,NBC,10
ARZ,SEA,8,THUN,CBS,10
ARZ,SEA,9,MON1,ESP,10
ARZ,SEA,9,SUNN,NBC,10
ARZ,SEA,9,THUN,CBS,10
ARZ,SEA,10,MON1,ESP,10
ARZ,SEA,10,SUNN,NBC,10
ARZ,SEA,10,THUN,NFL,10
ARZ,SEA,11,MON1,ESP,10
ARZ,SEA,11,SUNN,NBC,10
ARZ,SEA,11,THUN,NFL,10
ARZ,SEA,12,MON1,ESP,10
ARZ,SEA,12,SUNN,NBC,10
ARZ,SEA,12,THUN,NBC,10
ARZ,SEA,13,MON1,ESP,10
ARZ,SEA,13,SUNN,NBC,10
ARZ,SEA,13,THUN,NFL,10
ARZ,SEA,14,MON1,ESP,10
ARZ,SEA,14,SUNN,NBC,10
ARZ,SEA,14,THUN,NFL,10
ARZ,SEA,15,MON1,ESP,10
ARZ,SEA,15,SUNN,NBC,10
ARZ,SEA,15,THUN,NFL,10
ARZ,SEA,16,MON1,ESP,10
ARZ,SEA,16,SATL,NFL,10
ARZ,SEA,16,SUNN,NBC,10
ARZ,SEA,16,THUN,NFL,10
ARZ,SEA,1,SUND,FOX,7.5
ARZ,SEA,2,SUND,FOX,7.5
ARZ,SEA,3,SUND,FOX,7.5
ARZ,SEA,4,SUND,FOX,7.5
ARZ,SEA,5,SUND,FOX,7.5
ARZ,SEA,6,SUND,FOX,7.5
ARZ,SEA,7,SUND,FOX,7.5
ARZ,SEA,8,SUND,FOX,7.5
ARZ,SEA,9,SUND,FOX,7.5
ARZ,SEA,10,SUND,FOX,7.5
ARZ,SEA,11,SUND,FOX,7.5
ARZ,SEA,12,SUND,FOX,7.5
ARZ,SEA,13,SUND,FOX,7.5
ARZ,SEA,14,SUND,FOX,7.5
ARZ,SEA,15,SUND,FOX,7.5
ARZ,SEA,16,SUND,FOX,7.5
ARZ,SEA,1,SUNL,FOX,5
ARZ,SEA,2,SUNL,FOX,5
ARZ,SEA,3,SUNL,FOX,5
ARZ,SEA,4,SUNL,FOX,5
ARZ,SEA,5,SUNL,FOX,5
ARZ,SEA,6,SUNL,FOX,5
ARZ,SEA,7,SUNL,FOX,5
ARZ,SEA,8,SUNL,FOX,5
ARZ,SEA,9,SUNL,FOX,5
ARZ,SEA,10,SUNL,FOX,5
ARZ,SEA,11,SUNL,FOX,5
ARZ,SEA,12,SUNL,FOX,5
ARZ,SEA,13,SUNL,FOX,5
ARZ,SEA,14,SUNL,FOX,5
ARZ,SEA,15,SUNL,FOX,5
ARZ,SEA,16,SUNL,FOX,5
ARZ,SEA,16,SATE,NFL,7.5
ARZ,SEA,17,SUNL,FOX,5
ARZ,SEA,17,SUND,FOX,7.5
ARZ,SF,1,MON1,ESP,8
ARZ,SF,1,MON2,ESP,8
ARZ,SF,1,SUNN,NBC,8
ARZ,SF,1,THUN,NBC,8
ARZ,SF,2,MON1,ESP,8
ARZ,SF,2,SUNN,NBC,8
ARZ,SF,2,THUN,CBS,8
ARZ,SF,3,MON1,ESP,8
ARZ,SF,3,SUNN,NBC,8
ARZ,SF,3,THUN,CBS,8
ARZ,SF,4,MON1,ESP,8
ARZ,SF,4,SUNN,NBC,8
ARZ,SF,4,THUN,CBS,8
ARZ,SF,5,MON1,ESP,8
ARZ,SF,5,SUNN,NBC,8
ARZ,SF,5,THUN,CBS,8
ARZ,SF,6,MON1,ESP,8
ARZ,SF,6,SUNN,NBC,8
ARZ,SF,6,THUN,CBS,8
ARZ,SF,7,MON1,ESP,8
ARZ,SF,7,SUNN,NBC,8
ARZ,SF,7,THUN,CBS,8
ARZ,SF,8,MON1,ESP,8
ARZ,SF,8,SUNN,NBC,8
ARZ,SF,8,THUN,CBS,8
ARZ,SF,9,MON1,ESP,8
ARZ,SF,9,SUNN,NBC,8
ARZ,SF,9,THUN,CBS,8
ARZ,SF,10,MON1,ESP,8
ARZ,SF,10,SUNN,NBC,8
ARZ,SF,10,THUN,NFL,8
ARZ,SF,11,MON1,ESP,8
ARZ,SF,11,SUNN,NBC,8
ARZ,SF,11,THUN,NFL,8
ARZ,SF,12,MON1,ESP,8
ARZ,SF,12,SUNN,NBC,8
ARZ,SF,12,THUN,NBC,8
ARZ,SF,13,MON1,ESP,8
ARZ,SF,13,SUNN,NBC,8
ARZ,SF,13,THUN,NFL,8
ARZ,SF,14,MON1,ESP,8
ARZ,SF,14,SUNN,NBC,8
ARZ,SF,14,THUN,NFL,8
ARZ,SF,15,MON1,ESP,8
ARZ,SF,15,SUNN,NBC,8
ARZ,SF,15,THUN,NFL,8
ARZ,SF,16,MON1,ESP,8
ARZ,SF,16,SATL,NFL,8
ARZ,SF,16,SUNN,NBC,8
ARZ,SF,16,THUN,NFL,8
ARZ,SF,1,SUND,FOX,6
ARZ,SF,2,SUND,FOX,6
ARZ,SF,3,SUND,FOX,6
ARZ,SF,4,SUND,FOX,6
ARZ,SF,5,SUND,FOX,6
ARZ,SF,6,SUND,FOX,6
ARZ,SF,7,SUND,FOX,6
ARZ,SF,8,SUND,FOX,6
ARZ,SF,9,SUND,FOX,6
ARZ,SF,10,SUND,FOX,6
ARZ,SF,11,SUND,FOX,6
ARZ,SF,12,SUND,FOX,6
ARZ,SF,13,SUND,FOX,6
ARZ,SF,14,SUND,FOX,6
ARZ,SF,15,SUND,FOX,6
ARZ,SF,16,SUND,FOX,6
ARZ,SF,1,SUNL,FOX,4
ARZ,SF,2,SUNL,FOX,4
ARZ,SF,3,SUNL,FOX,4
ARZ,SF,4,SUNL,FOX,4
ARZ,SF,5,SUNL,FOX,4
ARZ,SF,6,SUNL,FOX,4
ARZ,SF,7,SUNL,FOX,4
ARZ,SF,8,SUNL,FOX,4
ARZ,SF,9,SUNL,FOX,4
ARZ,SF,10,SUNL,FOX,4
ARZ,SF,11,SUNL,FOX,4
ARZ,SF,12,SUNL,FOX,4
ARZ,SF,13,SUNL,FOX,4
ARZ,SF,14,SUNL,FOX,4
ARZ,SF,15,SUNL,FOX,4
ARZ,SF,16,SUNL,FOX,4
ARZ,SF,16,SATE,NFL,6
ARZ,SF,17,SUNL,FOX,4
ARZ,SF,17,SUND,FOX,6
ATL,CAR,1,SUND,FOX,4.5
ATL,CAR,2,SUND,FOX,4.5
ATL,CAR,3,SUND,FOX,4.5
ATL,CAR,4,SUND,FOX,4.5
ATL,CAR,5,SUND,FOX,4.5
ATL,CAR,6,SUND,FOX,4.5
ATL,CAR,7,SUND,FOX,4.5
ATL,CAR,8,SUND,FOX,4.5
ATL,CAR,9,SUND,FOX,4.5
ATL,CAR,10,SUND,FOX,4.5
ATL,CAR,11,SUND,FOX,4.5
ATL,CAR,12,SUND,FOX,4.5
ATL,CAR,13,SUND,FOX,4.5
ATL,CAR,14,SUND,FOX,4.5
ATL,CAR,15,SUND,FOX,4.5
ATL,CAR,16,SUND,FOX,4.5
ATL,CAR,1,SUNE,FOX,3
ATL,CAR,1,SUNL,FOX,3
ATL,CAR,2,SUNE,FOX,3
ATL,CAR,2,SUNL,FOX,3
ATL,CAR,3,SUNE,FOX,3
ATL,CAR,3,SUNL,FOX,3
ATL,CAR,4,SUNE,FOX,3
ATL,CAR,4,SUNL,FOX,3
ATL,CAR,5,SUNE,FOX,3
ATL,CAR,5,SUNL,FOX,3
ATL,CAR,6,SUNE,FOX,3
ATL,CAR,6,SUNL,FOX,3
ATL,CAR,7,SUNE,FOX,3
ATL,CAR,7,SUNL,FOX,3
ATL,CAR,8,SUNE,FOX,3
ATL,CAR,8,SUNL,FOX,3
ATL,CAR,9,SUNE,FOX,3
ATL,CAR,9,SUNL,FOX,3
ATL,CAR,10,SUNE,FOX,3
ATL,CAR,10,SUNL,FOX,3
ATL,CAR,11,SUNE,FOX,3
ATL,CAR,11,SUNL,FOX,3
ATL,CAR,12,SUNE,FOX,3
ATL,CAR,12,SUNL,FOX,3
ATL,CAR,13,SUNE,FOX,3
ATL,CAR,13,SUNL,FOX,3
ATL,CAR,14,SUNE,FOX,3
ATL,CAR,14,SUNL,FOX,3
ATL,CAR,15,SUNE,FOX,3
ATL,CAR,15,SUNL,FOX,3
ATL,CAR,16,SUNE,FOX,3
ATL,CAR,16,SUNL,FOX,3
ATL,CAR,16,SATE,NFL,4.5
ATL,CAR,17,SUNE,FOX,3
ATL,CAR,17,SUNL,FOX,3
ATL,CLE,1,SUNE,FOX,2
ATL,CLE,1,SUNL,FOX,2
ATL,CLE,2,SUNE,FOX,2
ATL,CLE,2,SUNL,FOX,2
ATL,CLE,3,SUNE,FOX,2
ATL,CLE,3,SUNL,FOX,2
ATL,CLE,4,SUNE,FOX,2
ATL,CLE,4,SUNL,FOX,2
ATL,CLE,5,SUNE,FOX,2
ATL,CLE,5,SUNL,FOX,2
ATL,CLE,6,SUNE,FOX,2
ATL,CLE,6,SUNL,FOX,2
ATL,CLE,7,SUNE,FOX,2
ATL,CLE,7,SUNL,FOX,2
ATL,CLE,8,SUNE,FOX,2
ATL,CLE,8,SUNL,FOX,2
ATL,CLE,9,SUNE,FOX,2
ATL,CLE,9,SUNL,FOX,2
ATL,CLE,10,SUNE,FOX,2
ATL,CLE,10,SUNL,FOX,2
ATL,CLE,11,SUNE,FOX,2
ATL,CLE,11,SUNL,FOX,2
ATL,CLE,12,SUNE,FOX,2
ATL,CLE,12,SUNL,FOX,2
ATL,CLE,13,SUNE,FOX,2
ATL,CLE,13,SUNL,FOX,2
ATL,CLE,14,SUNE,FOX,2
ATL,CLE,14,SUNL,FOX,2
ATL,CLE,15,SUNE,FOX,2
ATL,CLE,15,SUNL,FOX,2
ATL,CLE,16,SUNE,FOX,2
ATL,CLE,16,SUNL,FOX,2
ATL,GB,1,MON1,ESP,10
ATL,GB,1,MON2,ESP,10
ATL,GB,1,SUNN,NBC,10
ATL,GB,1,THUN,NBC,10
ATL,GB,2,MON1,ESP,10
ATL,GB,2,SUNN,NBC,10
ATL,GB,2,THUN,CBS,10
ATL,GB,3,MON1,ESP,10
ATL,GB,3,SUNN,NBC,10
ATL,GB,3,THUN,CBS,10
ATL,GB,4,MON1,ESP,10
ATL,GB,4,SUNN,NBC,10
ATL,GB,4,THUN,CBS,10
ATL,GB,5,MON1,ESP,10
ATL,GB,5,SUNN,NBC,10
ATL,GB,5,THUN,CBS,10
ATL,GB,6,MON1,ESP,10
ATL,GB,6,SUNN,NBC,10
ATL,GB,6,THUN,CBS,10
ATL,GB,7,MON1,ESP,10
ATL,GB,7,SUNN,NBC,10
ATL,GB,7,THUN,CBS,10
ATL,GB,8,MON1,ESP,10
ATL,GB,8,SUNN,NBC,10
ATL,GB,8,THUN,CBS,10
ATL,GB,9,MON1,ESP,10
ATL,GB,9,SUNN,NBC,10
ATL,GB,9,THUN,CBS,10
ATL,GB,10,MON1,ESP,10
ATL,GB,10,SUNN,NBC,10
ATL,GB,10,THUN,NFL,10
ATL,GB,11,MON1,ESP,10
ATL,GB,11,SUNN,NBC,10
ATL,GB,11,THUN,NFL,10
ATL,GB,12,MON1,ESP,10
ATL,GB,12,SUNN,NBC,10
ATL,GB,12,THUN,NBC,10
ATL,GB,13,MON1,ESP,10
ATL,GB,13,SUNN,NBC,10
ATL,GB,13,THUN,NFL,10
ATL,GB,14,MON1,ESP,10
ATL,GB,14,SUNN,NBC,10
ATL,GB,14,THUN,NFL,10
ATL,GB,15,MON1,ESP,10
ATL,GB,15,SUNN,NBC,10
ATL,GB,15,THUN,NFL,10
ATL,GB,16,MON1,ESP,10
ATL,GB,16,SATL,NFL,10
ATL,GB,16,SUNN,NBC,10
ATL,GB,16,THUN,NFL,10
ATL,GB,1,SUND,FOX,7.5
ATL,GB,2,SUND,FOX,7.5
ATL,GB,3,SUND,FOX,7.5
ATL,GB,4,SUND,FOX,7.5
ATL,GB,5,SUND,FOX,7.5
ATL,GB,6,SUND,FOX,7.5
ATL,GB,7,SUND,FOX,7.5
ATL,GB,8,SUND,FOX,7.5
ATL,GB,9,SUND,FOX,7.5
ATL,GB,10,SUND,FOX,7.5
ATL,GB,11,SUND,FOX,7.5
ATL,GB,12,SUND,FOX,7.5
ATL,GB,13,SUND,FOX,7.5
ATL,GB,14,SUND,FOX,7.5
ATL,GB,15,SUND,FOX,7.5
ATL,GB,16,SUND,FOX,7.5
ATL,GB,1,SUNE,FOX,5
ATL,GB,1,SUNL,FOX,5
ATL,GB,2,SUNE,FOX,5
ATL,GB,2,SUNL,FOX,5
ATL,GB,3,SUNE,FOX,5
ATL,GB,3,SUNL,FOX,5
ATL,GB,4,SUNE,FOX,5
ATL,GB,4,SUNL,FOX,5
ATL,GB,5,SUNE,FOX,5
ATL,GB,5,SUNL,FOX,5
ATL,GB,6,SUNE,FOX,5
ATL,GB,6,SUNL,FOX,5
ATL,GB,7,SUNE,FOX,5
ATL,GB,7,SUNL,FOX,5
ATL,GB,8,SUNE,FOX,5
ATL,GB,8,SUNL,FOX,5
ATL,GB,9,SUNE,FOX,5
ATL,GB,9,SUNL,FOX,5
ATL,GB,10,SUNE,FOX,5
ATL,GB,10,SUNL,FOX,5
ATL,GB,11,SUNE,FOX,5
ATL,GB,11,SUNL,FOX,5
ATL,GB,12,SUNE,FOX,5
ATL,GB,12,SUNL,FOX,5
ATL,GB,13,SUNE,FOX,5
ATL,GB,13,SUNL,FOX,5
ATL,GB,14,SUNE,FOX,5
ATL,GB,14,SUNL,FOX,5
